,brand,store,sido,gungu,address,phone
312,cheogajip,보령대천해수욕장점,충남,보령시,충남 보령시 머드로 141,041- 933 - 2288
313,cheogajip,노은반석점,대전,유성구,대전 유성구 지족로148번길 9,042-822-9958
314,cheogajip,내포점,충남,홍성군,충남 홍성군 홍북읍 자경로 17,041-634-2500
315,cheogajip,내덕청대점,충북,청주시,충북 청주시 청원구 안덕벌로49번길 6,043-222-5777
316,cheogajip,기지시점,충남,당진시,충남 당진시 송악읍 반촌로 98-4,041-352-1211
317,cheogajip,관저사랑점,대전,서구,대전 서구 관저남로25번길 8-8,042-543-0072
318,cheogajip,가장내동점,대전,서구,대전 서구 가장동53-1번지,042-525-5881
319,cheogajip,가오점,대전,동구,대전 동구 대전로 437,042-283-9001
320,cheogajip,강릉교동점,강원,강릉시,강원 강릉시 지변동 285-21,033-642-5582
321,cheogajip,화순점,전남,화순군,전남 화순군 화순읍 쌍충로 12-1,061-371-9282
322,cheogajip,진월점,광주,남구,광주 남구 금당로 78,062-674-9282
323,cheogajip,웅천점,전남,여수시,전남 여수시 웅천로 261,061-691-8599
324,cheogajip,어양점,전북,익산시,전북 익산시 하나로10길 13,063-831-9280
325,cheogajip,부안점,전북,부안군,전북 부안군 부안읍 오리정로172-1,063-583-8892
326,cheogajip,가호점,경남,진주시,경남 진주시 호탄길21번길 10-2,055-762-9797
327,cheogajip,농소점,경남,거제시,경남 거제시 장목면 거제북로 2586,055-637-9298
328,cheogajip,함양점,경남,함양군,경남 함양군 함양읍 교산3길 3,055-962-9200
329,cheogajip,창원호계점,경남,창원시,경남 창원시 마산회원구 내서읍 광려천북로 184-1,055-231-8293
330,cheogajip,현동점,경남,창원시,경남 창원시 마산합포구 현동6길 18,055-224-4780
331,cheogajip,초전점,경남,진주시,경남 진주시 초전북로 61번길 15-15,055-741-9280
332,cheogajip,양덕점,경남,창원시,경남 창원시 마산회원구 양덕남7길 13,055-298-9292
333,cheogajip,신원점,경남,거창군,경남 거창군 신원면 신차로 3062,055-944-9192
334,cheogajip,회원2동교방점,경남,창원시,경남 창원시 마산회원구 회원남로 14,055-245-5092
335,cheogajip,문동점,경남,거제시,경남 거제시 거제중앙로 1537,055-636-9290
336,cheogajip,도동점,경남,진주시,경남 진주시 도동로 240번길 10,055-762-1990
337,cheogajip,금남점,경남,하동군,경남 하동군 금남면 섬진강대로 972,055-882-9696
338,cheogajip,신동의림점,강원,정선군,강원 정선군 신동읍 의림로243-1,033-378-7892
339,cheogajip,무안점,경남,밀양시,경남 밀양시 무안면 사명로503,055-353-9929
340,cheogajip,입암점,강원,강릉시,강원 강릉시 월대산로 59,033-652-1230
341,cheogajip,북평점,강원,동해시,강원 동해시 오일장길 7,033-522-4999
342,cheogajip,함덕점,제주,제주시,제주 제주시 조천읍 함덕남16길 108,064-782-3383
343,cheogajip,고덕점,서울,강동구,서울 강동구 아리수로74길 35-23,02-6082-3336
344,cheogajip,사당2점,서울,동작구,서울 동작구 동작대로29나길 30,02-535-9992
345,cheogajip,울산남창점,울산,울주군,울산 울주군 온양읍 솔밭1길 23-5,052-237-8292
346,cheogajip,남구청현대점,부산,남구,부산 남구 문현로 63,051-637-9992
347,cheogajip,광안해변점,부산,수영구,부산 수영구 수영로 506,051-757-6768
348,cheogajip,명학역점,경기,안양시,경기 안양시 만안구 안양로 96,031-465-0211
349,cheogajip,금촌점,경기,파주시,경기 파주시 황골로 15,031-945-9199
350,cheogajip,천상점,울산,울주군,울산 울주군 범서읍 천상1길 18,052-245-6645
351,cheogajip,영주점,부산,중구,부산 중구 중구로 64,051-466-9995
352,cheogajip,중랑역점,서울,중랑구,서울 중랑구 중랑천로 117,02-432-8999
353,cheogajip,은평뉴타운점,서울,은평구,서울 은평구 진관3로 67,02-383-8292
354,cheogajip,신당점,서울,중구,서울 중구 퇴계로74길 21-5,02-2231-5460
355,cheogajip,용곡점,충남,천안시,충남 천안시 동남구 용곡5길 39-4,041-592-9292
356,cheogajip,정왕1호점,경기,시흥시,경기 시흥시 정왕대로233번안길 3-4,031-431-3336
357,cheogajip,심곡본점,경기,부천시,경기 부천시 경인로 190,032-661-9985
358,cheogajip,우정혁신점,울산,중구,울산 중구 평동3길32,052-212-9594
359,cheogajip,영화점,경기,수원시,경기 수원시 장안구 수성로364번길 15,031-241-0777
360,cheogajip,답십리점,서울,동대문구,서울 동대문구 서울시립대로4길 27,02-3390-9848
361,cheogajip,이동석동점,경남,창원시,경남 창원시 진해구 이동로38번길 9,055-551-9299
362,cheogajip,송현점,인천,동구,인천 동구 수문통로 35,032-777-7734
363,cheogajip,금당점,전남,순천시,"전남 순천시 조례못등길 85, 1층",061-722-9282
364,cheogajip,원주기업도시점,강원,원주시,강원 원주시 무릉로39,033-744-7161
365,cheogajip,신례원점,충남,예산군,충남 예산군 예산읍 창신로 67,041-334-8989
366,cheogajip,오학점,경기,여주시,경기 여주시 현암3길 16,031-885-9259
367,cheogajip,내발산점,서울,강서구,서울 강서구 우장산로 19,02-3664-4820
368,cheogajip,월영경대점,경남,창원시,경남 창원시 마산합포구 월영북16길 19,055-247-9292
369,cheogajip,오창2산단점,충북,청주시,충북 청주시 청원구 오창읍 주성1길 12,043-215-7575
370,cheogajip,망포점,경기,수원시,경기 수원시 영통구 영통로 153번길 6,031-205-1002
371,cheogajip,고강점,경기,부천시,경기 부천시 수주로 21-1,032-682-9222
372,cheogajip,청라2점,인천,서구,인천 서구 솔빛로 55,032-561-5616
373,cheogajip,복정점,경기,성남시,경기 성남시 수정구 복정로 92-1,031-759-0680
374,cheogajip,중앙역점,경기,안산시,경기 안산시 단원구 광덕3로 243,031-401-8999
375,cheogajip,덕포점,부산,사상구,부산 사상구 사상로342번길 40,051-301-5900
376,cheogajip,마곡점,서울,강서구,서울 강서구 마곡중앙4로 22,02-6956-7792
377,cheogajip,남해고현점,경남,남해군,경남 남해군 고현면 탑동로 54,055-863-0920
378,cheogajip,창선점,경남,남해군,경남 남해군 창선면 창선로 107-1,055-867-6000
379,cheogajip,동금점,경남,사천시,경남 사천시 중앙로 81-1,055-835-2281
380,cheogajip,사천점,경남,사천시,경남 사천시 사천읍 평화2길 38,055-853-9282
381,cheogajip,감계점,경남,창원시,경남 창원시 의창구 북면 동전로 15,055-293-7877
382,cheogajip,남양주양지점,경기,남양주시,경기 남양주시 오남읍 진건오남로797번길 28,031-573-9282
383,cheogajip,신사점,서울,은평구,서울 은평구 신사동 40-6,02-304-7770
384,cheogajip,중곡역점,서울,광진구,서울 광진구 긴고랑로 5,02-3409-8292
385,cheogajip,응암점,서울,은평구,서울 은평구 백련산로 36,02-303-8295
386,cheogajip,돈암점,서울,성북구,서울 성북구 아리랑로6길 4,02-6489-0101
387,cheogajip,내이점,경남,밀양시,경남 밀양시 북성로4길 16,055-356-9989
388,cheogajip,남지점,경남,창녕군,경남 창녕군 남지읍 남지중앙로 90,055-536-7333
389,cheogajip,신호동점,부산,강서구,부산 강서구 신호산단3로 66,051-831-0318
390,cheogajip,율하2지구점,경남,김해시,경남 김해시 율하로 479-1,055-327-1811
391,cheogajip,남부동점,경남,양산시,경남 양산시 남부동 605-1번지 106호,055-383-9133
392,cheogajip,세곡점,서울,강남구,서울 강남구 헌릉로571길 7,02-451-8989
393,cheogajip,오금점,서울,송파구,서울 송파구 마천로 165,02-407-1257
394,cheogajip,구산점,경남,김해시,경남 김해시 구산동 1083-7번지,055-336-4366
395,cheogajip,예산점,충남,예산군,충남 예산군 예산읍 벚꽃로 155번길 43,041-335-7277
396,cheogajip,장덕점,광주,광산구,"광주 광산구 장덕로39번길 14, 1층(장덕동)",062-961-9281
397,cheogajip,광주운남점,광주,광산구,"광주 광산구 목련로 273번안길 43, 2층(운남동)",062-716-9282
398,cheogajip,전대점,광주,북구,"광주 북구 우치로 100번길 3-2, 1층(용봉동)",062-262-9280
399,cheogajip,옥정2호점,경기,양주시,경기 양주시 옥정동로5나길 119,031-858-9901
400,cheogajip,전주혁신점,전북,전주시,전북 전주시 덕진구 중동 오정2길3,063-222-9283
401,cheogajip,석전점,경남,창원시,경남 창원시 마산회원구 석전북2길 43,055-253-3138
402,cheogajip,등촌점,서울,강서구,서울 강서구 양천로 400-12,02-6967-1799
403,cheogajip,북정점,경남,양산시,경남 양산시 북정중앙로 37,055-381-7792
404,cheogajip,성안점,울산,중구,울산 중구 함월22길 25,052-246-0370
405,cheogajip,반송점,부산,해운대구,부산 해운대구 반송로924번길15,051-545-7292
406,cheogajip,한림점,제주,제주시,제주 제주시 한림읍 한림상로 204,064-796-9984
407,cheogajip,동구서부점,울산,동구,울산 동구 명덕3길 6,052-232-6625
408,cheogajip,양주대동상가점,경남,양산시,경남 양산시 양주로 156,055-382-2662
409,cheogajip,전포동성점,부산,부산진구,부산 부산진구 동성로30,051-804-2003
410,cheogajip,물금가촌점,경남,양산시,경남 양산시 물금읍 물금로 57,055-385-9982
411,cheogajip,난곡점,서울,관악구,서울 관악구 난우길 47,02-6952-9990
412,cheogajip,풍덕천점,경기,용인시,경기 용인시 수지구 풍덕천로160번길 5-1,031-262-9995
413,cheogajip,월피점,경기,안산시,경기 안산시 상록구 예술대학로224,031-411-5799
414,cheogajip,동탄목동점,경기,화성시,경기 화성시 동탄순환대로20길 70,031-8077-9696
415,cheogajip,김화점,강원,철원군,강원 철원군 김화읍 김화로 635,033-458-5072
416,cheogajip,식사점,경기,고양시,경기 고양시 일산동구 위시티4로 80,031-963-8787
417,cheogajip,지금점,경기,남양주시,경기 남양주시 다산지금로 124-82,031-553-2597
418,cheogajip,운정2호점,경기,파주시,경기 파주시 산내로104번길 14-8,031-941-9233
419,cheogajip,덕소점,경기,남양주시,경기 남양주시 와부읍 덕소로 177,031-577-9977
420,cheogajip,고색점,경기,수원시,경기 수원시 권선구 매송고색로 691번길 6,031-292-8777
421,cheogajip,수성점,대구,수성구,대구 수성구 수성로53길 20,053-768-5222
422,cheogajip,석수점,경기,안양시,경기 안양시 만안구 석천로 168,031-471-2959
423,cheogajip,운정3호점,경기,파주시,경기 파주시 가람로 51번길 26-30,031-941-9282
424,cheogajip,교문점,경기,구리시,경기 구리시 이문안로 9-1,031-566-9812
425,cheogajip,구기점,경남,밀양시,경남 밀양시 청도면 청도로 111,055-352-9994
426,cheogajip,대구송현점,대구,달서구,대구 달서구 송현로 103,053-631-2338
427,cheogajip,세천점,대구,달성군,대구 달성군 다사읍 세천로10길 15-7,053-584-9995
428,cheogajip,하양점,경북,경산시,경북 경산시 하양읍 아낙고개길4-1,053-851-7599
429,cheogajip,광명1호점,경기,광명시,경기 광명시 오리로 1023,02-2688-7272
430,cheogajip,흑석점,서울,동작구,서울 동작구 현충로52,02-824-9001
431,cheogajip,서석점,강원,홍천군,강원 홍천군 서석면 구룡령로 2532,033-433-4437
432,cheogajip,하계점,서울,노원구,서울 노원구 공릉로58길 176,02-948-4500
433,cheogajip,구의광장점,서울,광진구,서울 광진구 광나루로 545,02-444-9238
434,cheogajip,독립문점,서울,종로구,서울 종로구 사직로 11,02-730-2690
435,cheogajip,광운대점,서울,성북구,서울 성북구 장위로 49길 1-1,02-913-1292
436,cheogajip,녹번점,서울,은평구,서울 은평구 통일로 649,02-356-7174
437,cheogajip,양곡점,경기,김포시,경기 김포시 양촌읍 양곡2로30번길 7-23,031-8049-7122
438,cheogajip,고덕1호점,경기,평택시,경기 평택시 고덕여염 11길114,031-665-9285
439,cheogajip,삼양점,서울,강북구,서울 강북구 삼양로54길 7,02-986-6337
440,cheogajip,동서변점,대구,북구,대구 북구 환성정길7,053-285-4005
441,cheogajip,울릉도점,경북,울릉군,경북 울릉군 울릉읍 울릉순환로 212-21,054-791-6569
442,cheogajip,하단가락타운점,부산,사하구,부산 사하구 동매로 35,051-206-6108
443,cheogajip,상남점,경남,창원시,경남 창원시 성산구 상남로 107,055-262-0426
444,cheogajip,미조점,경남,남해군,경남 남해군 미조면 미조로236번길 25,055-867-1280
445,cheogajip,중앙여좌점,경남,창원시,경남 창원시 진해구 중원로 10,055-543-2474
446,cheogajip,모라점,부산,사상구,부산 사상구 백양대로 906,051-312-9279
447,cheogajip,동남지구점,충북,청주시,충북 청주시 상당구 중고개로 104,043-291-7773
448,cheogajip,치평점,광주,서구,광주 서구 상무대로 739,062-385-9282
449,cheogajip,상주점,경남,남해군,경남 남해군 상주면 남해대로 696,055-863-4743
450,cheogajip,관산내유점,경기,고양시,경기 고양시 덕양구 동헌로 3번길 3,031-964-9989
451,cheogajip,구월아시아드점,인천,남동구,인천 남동구 구월동 1542-2,032-471-9282
452,cheogajip,동천점,경기,용인시,경기 용인시 수지구 수풍로 117번길 2-6,031-261-4777
453,cheogajip,인천도화점,인천,미추홀구,인천 미추홀구 숙골로 116,032-872-8892
454,cheogajip,위례역점,경기,성남시,경기 성남시 수정구 위례광장로 27,031-756-6888
455,cheogajip,매곡삼각점,광주,북구,광주 북구 매곡로 63(매곡동),062-573-9282
456,cheogajip,염주점,광주,서구,광주 서구 염화로40번길20-1,062-225-9282
457,cheogajip,서판교점,경기,성남시,경기 성남시 분당구 운중로 129,070-4242-5566
458,cheogajip,송파장지점,서울,송파구,서울 송파구 새말로6길 24-33,02-407-6699
459,cheogajip,서귀포신시가지점,제주,서귀포시,제주 서귀포시 김정문화로41번길 24-5,064-739-9279
460,cheogajip,오목교점,서울,양천구,서울 양천구 은행정로19가길 8,02-2645-9982
461,cheogajip,팽성점,경기,평택시,경기 평택시 팽성읍 안정순환로 142,031-651-9939
462,cheogajip,위례중앙점,서울,송파구,서울 송파구 장지동 896,02-400-7288
463,cheogajip,울산성남점,울산,중구,울산 중구 중앙길 118,052-245-7245
464,cheogajip,호평점,경기,남양주시,"경기 남양주시 늘을2로 96, 호평마을대주파크빌 상가 109호",031-591-9285
465,cheogajip,죽도점,경북,포항시,경북 포항시 북구 대해로 15,054-281-5001
466,cheogajip,금장현곡점,경북,경주시,경북 경주시 현곡면 금장5길 34-15,054-772-9909
467,cheogajip,관음점,대구,북구,대구 북구 칠곡중앙대로 429,053-314-7811
468,cheogajip,이곡신당점,대구,달서구,대구 달서구 선원로37길 20,053-582-9282
469,cheogajip,유강점,경북,포항시,경북 포항시 남구 연일읍 유강길 17,054-277-5995
470,cheogajip,봉덕점,대구,남구,대구 남구 봉덕로21길 53-3,053-471-8249
471,cheogajip,동탄새강마을점,경기,화성시,경기 화성시 반송동 155-6,031-8003-9995
472,cheogajip,평택용이점,경기,평택시,경기 평택시 용이동 452-20,031-655-8919
473,cheogajip,구영점,울산,울주군,울산 울주군 범서읍 798-1,052-212-9211
474,cheogajip,오송점,충북,청주시,충북 청주시 흥덕구 오송읍 만수리 546,043-235-8292
475,cheogajip,외도하귀점,제주,제주시,"제주 제주시 우령서로 16, 1층",064-744-3404
476,cheogajip,연수2점,인천,연수구,인천 연수구 샘말로 87번길 7-6,032-811-6062
477,cheogajip,곤지암점,경기,광주시,경기 광주시 곤지암읍 평촌길 35-11,031-763-7856
478,cheogajip,강상점,경기,양평군,경기 양평군 강상면 강남로 913번길 1,031-771-3199
479,cheogajip,고양중산점,경기,고양시,경기 고양시 일산동구 탄중로 311-16,031-915-0813
480,cheogajip,장곡점,경기,시흥시,경기 시흥시 장곡로 49번길 5-1,031-506-0232
481,cheogajip,주촌신도시점,경남,김해시,경남 김해시 주촌면 선천남로 13,055-329-9990
482,cheogajip,제천본점,충북,제천시,충북 제천시 강제동 818번지 1층,043-648-0555
483,cheogajip,대연혁신점,부산,남구,부산 남구 수영로325번길 61,051-626-8114
484,cheogajip,연세흥업점,강원,원주시,강원 원주시 흥업면 안밤골길10,033-763-0562
485,cheogajip,백령도점,인천,옹진군,인천 옹진군 백령면664-7,032-836-8282
486,cheogajip,금암점,충남,계룡시,충남 계룡시 장안1길 6 101호,042-551-1666
487,cheogajip,광주금호점,광주,서구,광주 서구 금화로73번길 18-9 1층(금호동),062-372-9281
488,cheogajip,옥길점,경기,부천시,경기 부천시 옥길동 715-6,032-343-9293
489,cheogajip,도당점,경기,부천시,경기 부천시 도당동43-8,032-671-0042
490,cheogajip,봉양점,충북,제천시,충북 제천시 제원로 2길 7,043-644-9592
491,cheogajip,세류점,경기,수원시,경기 수원시 권선구 세지로80,031-898-7444
492,cheogajip,도남시청점,제주,제주시,제주 제주시 신성로 19,064-727-1001
493,cheogajip,고운점,세종,고운서길,세종 고운서길 10,044-868-9592
494,cheogajip,소담점,세종,국책연구원1로,세종 국책연구원1로 15,044-864-9282
495,cheogajip,고촌점,경기,김포시,경기 김포시 고촌읍 신곡리1160,031-996-8974
496,cheogajip,무실점,강원,원주시,강원 원주시 시청로 11,033-743-9292
497,cheogajip,첨단점,광주,광산구,광주 광산구 첨단내촌로 66,062-973-9291
498,cheogajip,장흥점,전남,장흥군,전남 장흥군 장흥읍 동교로 40,061-862-8999
499,cheogajip,동산반월점,전북,전주시,전북 전주시 덕진구 쪽구름로 128(반월동),063-213-9280
500,cheogajip,송천점,전북,전주시,"전북 전주시 덕진구 붓내1길 10, 208동 2층 204(송천동2가)",063-273-9282
501,cheogajip,인후점,전북,전주시,"전북 전주시 덕진구 거북바우로 148, 1층(인후동2가)",063-245-9288
502,cheogajip,제주아라점,제주,제주시,제주 제주시 아란8길 16,064-724-3303
503,cheogajip,호암점,충북,충주시,충북 충주시 호암동1216,043-853-7001
504,cheogajip,신월점,서울,양천구,서울 양천구 화곡로3길 3,02-2604-9978
505,cheogajip,창전점,경기,이천시,경기 이천시 창전동451-28,031-631-4950
506,cheogajip,아중점,전북,전주시,전북 전주시 덕진구 석소로 9-6,063-244-9282
507,cheogajip,평화점,전북,전주시,전북 전주시 완산구 평화18길 23-10,063-221-9232
508,cheogajip,신시가지점,전북,전주시,전북 전주시 완산구 후곡길 23-9,063-222-9288
509,cheogajip,나주혁신점,전남,나주시,전남 나주시 배멧2길 39 로데오 빌딩 101호,061-336-9281
510,cheogajip,보성점,전남,보성군,전남 보성군 보성읍 주봉리 398,061-853-8592
511,cheogajip,서충주기업도시점,충북,충주시,충북 충주시 중앙탑면 원앙 9길 10 C동 1층 109호 (코아루 더 테라스상가),043-845-1030
512,cheogajip,단양점,충북,단양군,충북 단양군 단양읍 상진 13길 11,043-421-1236
513,cheogajip,공주신관점,충남,공주시,충남 공주시 신금2길 17,041-853-9285
514,cheogajip,민락코스트코점,경기,의정부시,"경기 의정부시 용민로 469 , 107호",031-851-5592
515,cheogajip,묵현점,경기,남양주시,경기 남양주시 화도읍 먹갓로 28번길 5,031-595-0081
516,cheogajip,사동계양점,경북,경산시,경북 경산시 원효로32길 10,053-813-4089
517,cheogajip,국우점,대구,북구,대구 북구 학남로 99,053-322-0099
518,cheogajip,용흥점,경북,포항시,경북 포항시 북구 새마을로 88,054-253-9979
519,cheogajip,경주동천점,경북,경주시,경북 경주시 대안길 39-2,054-745-3379
520,cheogajip,호미지구점,충북,청주시,충북 청주시 상당구 수영로360,043-295-6600
521,cheogajip,광주장지점,경기,광주시,경기 광주시 순암로55,031-767-0522
522,cheogajip,영등포점,서울,영등포구,서울 영등포구 영등포동7가 203,02-2675-7377
523,cheogajip,한숲시티점,경기,용인시,경기 용인시 처인구 남사면 한숲로 45,031-335-6661
524,cheogajip,능곡토당점,경기,고양시,경기 고양시 덕양구 토당로125,031-971-0311
525,cheogajip,평택역점,경기,평택시,경기 평택시 평택3로40,031-652-9285
526,cheogajip,서귀포점,제주,서귀포시,제주 서귀포시 이중섭로 11,064-763-9982
527,cheogajip,제주삼양점,제주,제주시,제주 제주시 일주동로 378,064-727-9991
528,cheogajip,용담삼도점,제주,제주시,제주 제주시 용문로 162,064-712-5006
529,cheogajip,범일점,부산,동구,부산 동구 범상로 23,051-636-1923
530,cheogajip,성내점,서울,강동구,서울 강동구 성내동 434-6,02-482-9992
531,cheogajip,서면1호점,부산,부산진구,부산 부산진구 새싹로 41-1,051-802-9250
532,cheogajip,세마점,경기,오산시,경기 오산시 양산동 673-3,031-373-9212
533,cheogajip,일도점,제주,제주시,제주 제주시 일도2동 402-26,064-723-7075
534,cheogajip,성성점,충남,천안시,충남 천안시 서북구 성성9로 7,041-621-1117
535,cheogajip,생초점,경남,산청군,경남 산청군 생초면 새실로3,055-973-7702
536,cheogajip,서산시청점,충남,서산시,충남 서산시 고운로142,041-668-1788
537,cheogajip,원당점,인천,서구,인천 서구 고산후로121번길 15,032-562-4555
538,cheogajip,상암점,서울,마포구,서울 마포구 성암로79,02-374-9374
539,cheogajip,파장점,경기,수원시,경기 수원시 장안구 파장천로 6,031-245-8818
540,cheogajip,중산점,울산,북구,울산 북구 중산로 7,052-291-3005
541,cheogajip,충북청천점,충북,괴산군,충북 괴산군 청천면 청천2길 5,043-832-1986
542,cheogajip,상도터미널점,경북,포항시,경북 포항시 남구 중흥로100번길 10,054-262-5001
543,cheogajip,노형점,제주,제주시,제주 제주시 다랑곶2길44,064-742-3330
544,cheogajip,까치산점,서울,강서구,서울 강서구 강서로17길 35,02-2696-1226
545,cheogajip,북아현점,서울,서대문구,서울 서대문구 경기대로9길 81,02-364-9282
546,cheogajip,홍제점,서울,서대문구,서울 서대문구 통일로39가길 57,02-396-2560
547,cheogajip,안암점,서울,성북구,서울 성북구 고려대로13길 43,02-929-2975
548,cheogajip,상계점,서울,노원구,서울 노원구 상계로23다길 5,02-951-2367
549,cheogajip,증산점,경남,양산시,경남 양산시 물금읍 새실2길 13,055-383-9242
550,cheogajip,경산옥산점,경북,경산시,경북 경산시 성암로7길 8,053-812-9211
551,cheogajip,이동점,경북,포항시,경북 포항시 남구 대이로 145,054-275-2922
552,cheogajip,유천점,대전,중구,대전 중구 계백로 1603번길 28-6,042-523-0077
553,cheogajip,운양점,경기,김포시,경기 김포시 김포한강11로 38,031-987-1089
554,cheogajip,교동점,경기,여주시,경기 여주시 세종로254-16,031-881-3799
555,cheogajip,송도점,부산,서구,부산 서구 충무대로 34,051-241-3066
556,cheogajip,장안점,서울,동대문구,서울 동대문구 답십리로68길 67,02-2217-0011
557,cheogajip,새솔점,경기,화성시,경기 화성시 수노을2로 36,031-355-5190
558,cheogajip,대림동산점,경기,안성시,경기 안성시 공도읍 대림동산길55,031-618-9977
559,cheogajip,강일점,서울,강동구,서울 강동구 강일동 676-1,02-429-8999
560,cheogajip,명지오션시티점,부산,강서구,부산 강서구 명지오션시티10로 114,051-294-0399
561,cheogajip,서대신점,부산,서구,부산 서구 대영로38번길 11,051-246-4988
562,cheogajip,김량장점,경기,용인시,경기 용인시 처인구 김량장동 295-1,031-338-8892
563,cheogajip,내손갈뫼점,경기,의왕시,경기 의왕시 내손동 741-1,031-424-8280
564,cheogajip,고림점,경기,용인시,경기 용인시 처인구 고림동 1005,031-322-9980
565,cheogajip,정관신도시점,부산,기장군,부산 기장군 정관읍 방곡3로 18-1,051-727-7879
566,cheogajip,수원정자점,경기,수원시,경기 수원시 장안구 정자동 874-1,031-269-1001
567,cheogajip,등촌역점,서울,양천구,서울 양천구 목동 960,02-2644-2929
568,cheogajip,포승점,경기,평택시,경기 평택시 포승읍 여술로74,031-682-6564
569,cheogajip,인천논현2점,인천,남동구,인천 남동구 논현동 593-8,032-427-5585
570,cheogajip,충무로점,서울,중구,서울 중구 퇴계로 179-1,02-2285-3685
571,cheogajip,창우점,경기,하남시,경기 하남시 대청로119-1,031-795-9253
572,cheogajip,미사역점,경기,하남시,경기 하남시 미사강변중앙로173,031-792-9394
573,cheogajip,횡성점,강원,횡성군,강원 횡성군 횡성읍 읍마북로 13,033-343-7773
574,cheogajip,영월점,강원,영월군,강원 영월군 영월읍 은행나무5길 41,033-372-9333
575,cheogajip,반곡혁신점,강원,원주시,강원 원주시 양지로 160-2,033-746-0909
576,cheogajip,문막점,강원,원주시,강원 원주시 문막읍 문막시장1길 35,033-735-9860
577,cheogajip,케이준 원곡점,경기,안산시,경기 안산시 단원구 지곡로1안길 12,031-654-9220
578,cheogajip,오포점,경기,광주시,경기 광주시 오포읍 양벌로 315,031-765-9989
579,cheogajip,케이준 부천상동점,경기,부천시,경기 부천시 상동 559-3,032-321-9282
580,cheogajip,본오점,경기,안산시,경기 안산시 상록구 충장로3길11,031-437-8887
581,cheogajip,동백점,경기,용인시,경기 용인시 기흥구 동백3로 11번길 12,031-274-9299
582,cheogajip,초월점,경기,광주시,경기 광주시 초월읍 대쌍령리 191-6,031-766-1578
583,cheogajip,오천점,경기,이천시,경기 이천시 마장면 오천리 297-5,031-632-4543
584,cheogajip,안산사동점,경기,안산시,경기 안산시 상록구 사동 1397-1,031-416-9982
585,cheogajip,연산점,부산,연제구,부산 연제구 월드컵대로 109,051-852-8292
586,cheogajip,약대점,경기,부천시,경기 부천시 약대동 216-1,032-321-9289
587,cheogajip,삼정점,경남,김해시,경남 김해시 활천로 36번길 46,055-331-5533
588,cheogajip,역곡점,경기,부천시,경기 부천시 안곡로 279번길 42,032-347-9288
589,cheogajip,운서점,인천,중구,인천 중구 신도시남로 66,032-751-0070
590,cheogajip,왕십리점,서울,성동구,서울 성동구 마장로23길 7,02-6084-9283
591,cheogajip,이문점,서울,동대문구,서울 동대문구 신이문로23길 23,02-964-0132
592,cheogajip,독산2점,서울,금천구,서울 금천구 시흥대로 90길 32-8,02-892-7770
593,cheogajip,도안가수원점,대전,서구,대전 서구 가수원동 913,042-542-9283
594,cheogajip,두호점,경북,포항시,경북 포항시 북구 새천년대로1076번길 21,054-251-9933
595,cheogajip,숭의점,인천,미추홀구,인천 미추홀구 장천로 80,032-888-0977
596,cheogajip,오태북삼점,경북,구미시,경북 구미시 금오대로14길 32,054-464-7006
597,cheogajip,갈산점,인천,부평구,인천 부평구 주부토로 172번길 34,032-515-3557
598,cheogajip,갈현점,서울,은평구,서울 은평구 갈현로 236,02-384-7171
599,cheogajip,효창점,서울,용산구,서울 용산구 백범로77길 14,02-703-9271
600,cheogajip,율전점,경기,수원시,경기 수원시 장안구 율전동 360-9,031-295-9282
601,cheogajip,송도2점,인천,연수구,인천 연수구 송도문화로 28번길 28,032-816-7282
602,cheogajip,남원점,전북,남원시,"전북 남원시 용성로 207,상가동1층 114호(도통동)",063-635-9282
603,cheogajip,남외점,울산,중구,울산 중구 남외로 86,052-294-7992
604,cheogajip,울산대점,울산,남구,울산 남구 대학로 94번길 5-3,052-277-2633
605,cheogajip,수암점,울산,남구,울산 남구 수암로115번길 6-1,052-260-1566
606,cheogajip,상록점,경기,안산시,경기 안산시 상록구 서암로4길 20-1,031-406-8300
607,cheogajip,죽전점,경기,용인시,경기 용인시 수지구 현암로76,031-896-8607
608,cheogajip,괴정샘터점,부산,사하구,부산 사하구 낙동대로 233번길 59,051-201-2891
609,cheogajip,월성점,대구,달서구,대구 달서구 월성동 84-5,053-638-8979
610,cheogajip,고잔점,경기,안산시,경기 안산시 단원구 고잔동 696-3,031-439-4114
611,cheogajip,고령덕곡점,경북,고령군,경북 고령군 덕곡면 덕운로 586,054-956-2731
612,cheogajip,대구고성점,대구,북구,대구 북구 고성북로3,053-352-1225
613,cheogajip,동래점,부산,동래구,부산 동래구 충렬대로218번길 26,051-558-9989
614,cheogajip,화정점,울산,동구,울산 동구 대송8길 31,052-922-4068
615,cheogajip,오산운암점,경기,오산시,경기 오산시 원동로6,031-378-0987
616,cheogajip,와동점,경기,안산시,경기 안산시 단원구 화정천동로2안길 28,031-405-4055
617,cheogajip,대화점,경기,고양시,"경기 고양시 일산서구 강성로 271 (대화동,대화씨티빌 101호)",031-911-3856
618,cheogajip,신주례점,부산,사상구,부산 사상구 백양대로 500번길 1,051-315-9992
619,cheogajip,진주신평점,경남,진주시,"경남 진주시 신평공원길 25번길 8-4,1층",055-741-7979
620,cheogajip,구로점,서울,구로구,서울 구로구 구로중앙로28길 31-7,02-869-9992
